Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
DCTH,,,,,,,,,,,,,,,,,,,,,35200,309500,89300,113300,68100,15400,29500,60000,62300,37500,19800,23000,40900,18200,25900,41600,25400,374900,154300,132500,122200,148800,132000,137800,125800,120500,65200,69500,135500,165200,141200,221600,150800,285700,920600,461700,189700,415900,1088900,975000,840400,105160200,9801200,3224500,1293100,924300,1338300,1434400,768900,631100,506500,719100,465100,706000,1113900,433900,450000,639400,468100,200400,219200,303300,503400,607200,406600,217100,493700,397100,151700,332500,241400,152200,138600,240900,977300,198400,102400,106200,107400,132900,169400,281500,250600,,,,,,,,,,,,,,,,,,
IPSEY,,,,,,,,,,,,,,,,,,,,,1600,300,4700,500,300,400,700,1600,500,0,600,500,0,800,1100,600,0,300,400,200,200,0,600,300,700,1200,900,500,700,700,200,600,0,300,56700,3500,400,0,1000,400,1400,600,1200,200,0,300,0,300,0,300,0,0,300,200,0,600,700,400,600,200,100,0,600,300,200,400,200,600,400,0,0,0,0,400,2700,3900,500,300,0,300,700,300,,,,,,,,,,,,,,,,,,,
NBIX,,,,,,,,,,,,,,,,,,,890100,957400,933600,891100,639100,777300,466600,732200,1108800,279000,488400,674400,611900,596200,891000,646400,482800,423000,618800,993900,552700,672100,714900,968200,829900,1184100,788300,892500,986700,1322600,1556200,465300,561900,564100,481500,660500,938200,587300,583800,548600,764500,507200,917900,866000,653500,681700,303300,359000,392400,515400,468500,984900,954500,988500,511000,589500,520600,513900,2377400,709200,576900,1451800,493600,727500,401000,503200,477200,427900,455100,542300,490500,737500,561600,780000,654700,1063000,509500,471100,571000,439800,552800,556100,404000,,,,,,,,,,,,,,,,,,,,
AKBA,,,,,,,,,,,,,,,,,,,3328400,1733800,813300,1351300,889900,666800,2259700,2285800,2034800,2723300,2184800,1206000,1299000,1002500,2155800,1126000,1649800,722900,1020600,1336400,7347000,3670600,3596600,2045200,2659600,3134900,2165600,3684000,1686300,1748200,1669800,2403500,1264800,3452200,1467400,1234100,1015700,971400,546200,1176300,490800,822000,1021800,2627100,4170800,2349200,2547000,1016100,1876400,2312700,1085400,1072600,998700,832200,1459400,1314600,923600,1541200,1012000,757300,973500,1045200,775900,1167900,1125100,1159400,1510500,1029300,966900,1356200,1436700,2423200,1017900,708800,887900,1067900,3153300,1573000,2302000,1561700,1906000,1498300,1283200,,,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,64500,127400,103600,69600,83200,106800,124800,114000,61800,55500,92600,102400,80200,69300,68500,82400,77400,78800,59700,55500,49500,65500,104000,67900,90500,80300,73800,148500,346400,132100,295400,175700,165400,464400,359200,281300,480400,188700,254200,144000,120000,168000,397600,244200,246600,190100,173900,107600,203800,122200,126500,137600,138500,188300,778100,118600,129800,82900,151300,106600,98500,95700,93400,103900,149400,230400,81000,92500,103100,104400,94400,205400,115700,154100,193400,145900,144100,115400,170600,100900,127900,75900,95500,278700,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,,,10711800,9615000,15363300,6022700,6049000,5646800,5981300,8232600,8213100,6731300,4875800,6690900,7859900,6782200,6380700,8005400,20998700,11849800,8362600,6847900,12744200,22262500,9842300,10216500,5841700,7845000,5419600,6425300,8462200,7991100,7522600,5994500,5931000,5866700,6039400,5202000,4072300,4055900,4974800,7135200,5572600,7203100,15495900,11530400,7359300,6799500,15240700,8877000,9532600,17753400,11895200,10219700,11171100,6599200,6150400,5595100,5884000,8614500,8042500,6365500,26094100,19252900,14071200,9903400,8832700,4819200,6372800,4549100,9356700,6099000,4416600,12838100,5405800,7787900,7663200,11473100,8489700,6589300,7572300,6167700,7585800,7606400,6307200,7177700,7301800,,,,,,,,,,,,,,,,,
APLT,,,,,,,,,,,,,,,,,,,,62100,60200,33000,102300,29500,147100,161500,267900,118600,150000,40400,308700,69300,167700,60500,1376500,736500,1926200,463500,360600,370700,322500,167200,342500,548500,328800,178100,180400,242300,127300,105500,112100,261200,96900,82900,55200,95800,76800,125300,50700,289600,9092300,1682100,479600,1700700,419000,584700,3639500,918500,1215900,3172500,2319800,1173300,669300,957700,1850900,1026700,961800,981800,447200,728900,1023500,523500,345400,730200,505400,279800,380900,6279900,2176300,1054400,736100,416100,559300,593100,845800,610000,504700,462800,294300,776800,399800,309300,801600,,,,,,,,,,,,,,,,,,
AMRX,,,,,,,,,,,,,,,,,,,,805300,688200,548600,493400,412300,623600,660600,484300,1668800,1692100,857400,759700,544600,851300,649500,519400,547200,623300,977100,4302800,3023300,1132300,1114700,1141100,1892100,1215100,1032000,1112200,1036200,875400,1768700,910000,666300,561200,897400,942600,746100,576700,508200,1399300,963000,1324700,1505800,830400,557100,955800,1095800,1127100,1230400,1530200,1336000,897400,1077400,1794800,1241200,1158700,729000,854800,1217500,564500,2487700,1090300,2891100,1870300,1077400,1353600,1224700,2944200,1346700,1041300,759600,1706900,1606100,830600,1223700,4261200,2702500,850800,844800,506700,1125500,589200,941800,1529200,,,,,,,,,,,,,,,,,,
AMRX,,,,,,,,,,,,,,,,,,,,805300,688200,548600,493400,412300,623600,660600,484300,1668800,1692100,857400,759700,544600,851300,649500,519400,547200,623300,977100,4302800,3023300,1132300,1114700,1141100,1892100,1215100,1032000,1112200,1036200,875400,1768700,910000,666300,561200,897400,942600,746100,576700,508200,1399300,963000,1324700,1505800,830400,557100,955800,1095800,1127100,1230400,1530200,1336000,897400,1077400,1794800,1241200,1158700,729000,854800,1217500,564500,2487700,1090300,2891100,1870300,1077400,1353600,1224700,2944200,1346700,1041300,759600,1706900,1606100,830600,1223700,4261200,2702500,850800,844800,506700,1125500,589200,941800,1529200,,,,,,,,,,,,,,,,,,
BLRX,,,,,,,,,,,,,,,,,,,,315900,272400,171700,257100,285500,233400,241400,748000,802200,634500,528700,503200,422700,331400,179300,151300,426700,313800,271500,343700,264800,281000,501300,453900,276900,358900,380600,2141400,897300,225300,263700,207600,1901000,649900,1252500,3073100,3275500,4563000,3377400,1644100,3005100,14100200,3043000,2530900,910700,2368600,1324300,1799400,1271800,2138500,457700,642400,615100,783200,1071200,1068500,749300,866100,1621600,392900,363300,1168700,315700,330700,716100,602200,224200,890000,463900,164300,473900,315900,126400,232000,262200,313300,337800,495700,377400,483500,584400,361300,495500,167800,192900,,,,,,,,,,,,,,,,,
BNTX,,,,,,,,,,,,,,,,,,,,543300,516400,498000,448100,632900,487200,679000,619600,627800,679700,507200,688000,610800,595400,607800,712800,655500,3212600,1131100,1196200,1059900,426200,417100,602700,648700,939400,679500,1727100,1588900,1000400,665700,775000,693600,502400,685400,603600,426800,517800,474100,409100,371500,626000,973600,791100,732300,544900,679400,319500,214300,314000,470600,400500,419100,330500,637800,1189000,1118200,692800,576500,498300,520200,450700,425200,281900,462200,859000,2557500,817300,821000,825100,875000,1352300,1008600,515000,512700,1011100,666800,554400,491000,984400,1098800,1425900,707300,432500,566300,,,,,,,,,,,,,,,,,
MRNA,,,,,,,,,,,,,,,,,,,,2521400,4062900,2681800,2837300,3029000,2622400,7267000,4149600,2852300,2583600,2545200,2388000,3161500,4860200,4541000,6017100,4032400,10238900,4704100,3758500,3109600,2834200,3037900,3226500,5198600,7535400,4115100,7747300,7101600,3768000,2719200,2708000,2698800,2851400,3328500,3305400,2229100,2866700,2924800,2664100,2160000,3055400,2734300,9816700,5512600,6266000,7528900,4119300,2869100,3218100,2277200,2909000,2888400,2367400,2034500,4201200,2413400,2417800,3296600,2824100,2461700,3170700,2245300,2095400,2749200,3370900,9062600,8604500,4690800,6495600,5460100,4584200,3194800,3607800,3429800,5440800,4228400,3777300,4139000,16648600,8877300,6003000,4003500,4526100,3651300,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,92600,102400,80200,69300,68500,82400,77400,78800,59700,55500,49500,65500,104000,67900,90500,80300,73800,148500,346400,132100,295400,175700,165400,464400,359200,281300,480400,188700,254200,144000,120000,168000,397600,244200,246600,190100,173900,107600,203800,122200,126500,137600,138500,188300,778100,118600,129800,82900,151300,106600,98500,95700,93400,103900,149400,230400,81000,92500,103100,104400,94400,205400,115700,154100,193400,145900,144100,115400,170600,100900,127900,75900,95500,278700,177500,83600,108600,109800,126800,201600,129800,133500,962200,269800,237300,,,,,,,,,,,,,,,,,
RDHL,,,,,,,,,,,,,,,,,,,,209200,990000,299400,206600,156400,184800,91800,174500,258100,397500,185200,273200,302500,171300,78300,68700,114900,63300,68000,79400,301000,146600,110500,170300,88600,77200,68000,37100,78100,25300,38000,35100,68400,18900,8800,23600,18800,46700,147500,11300,52200,10122600,734200,320600,80000,126700,331100,69200,50200,195600,345700,275400,8838000,1035300,499800,292200,242700,1105300,1073700,2607500,16894200,16852400,23927200,2790100,1393800,12241900,3174500,1233100,1001300,519800,858800,290100,369200,216300,705500,462700,477000,357300,309800,292200,236600,314600,598100,160200,60400,,,,,,,,,,,,,,,,,
APLIF,,,,,,,,,,,,,,,,,,,,123000,138600,276400,232800,19800,633600,439800,462100,308600,37500,919700,164100,213900,265700,197000,30100,67000,295700,153000,73900,126400,170000,51200,219000,25200,280500,29500,88000,33900,285300,173900,19200,14600,37500,178000,46100,388200,402100,98100,960100,1108400,3941700,279000,1039300,94300,110200,158000,169600,419100,120200,110500,250900,33000,96500,62000,70700,92200,38000,65000,172800,42900,20700,11000,72100,42000,52500,61800,0,109200,3300,11000,300,64900,1300,66400,500,61000,87000,5400,389500,36500,15000,13000,40500,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,,,20998700,11849800,8362600,6847900,12744200,22262500,9842300,10216500,5841700,7845000,5419600,6425300,8462200,7991100,7522600,5994500,5931000,5866700,6039400,5202000,4072300,4055900,4974800,7135200,5572600,7203100,15495900,11530400,7359300,6799500,15240700,8877000,9532600,17753400,11895200,10219700,11171100,6599200,6150400,5595100,5884000,8614500,8042500,6365500,26094100,19252900,14071200,9903400,8832700,4819200,6372800,4549100,9356700,6099000,4416600,12838100,5405800,7787900,7663200,11473100,8489700,6589300,7572300,6167700,7585800,7606400,6307200,7177700,7301800,9765000,15070700,16733300,12686600,7282900,9629300,7699000,6948000,6413100,11489400,9535400,10959800,4434500,3071400,,,,,,,,,,,,,,,,,,,
OCUP,,,,,,,,,,,,,,,,,,,,174200,136300,92600,85900,68700,120700,32300,81200,70200,75300,177800,137200,154000,101500,105400,123000,121700,154700,184200,127900,169400,158400,118700,202600,167500,258500,98800,106800,223600,255400,248400,228900,346100,321700,229500,222100,157500,179200,209600,290000,1155200,2151400,791100,768100,390000,226800,311500,212300,142600,162600,161600,177100,151600,145800,103200,95500,234800,263300,112000,92600,79200,218500,139800,53100,132500,110700,176800,297200,223500,393600,189200,199200,176500,140000,133100,275200,143400,204300,223100,348500,289200,236200,135300,,,,,,,,,,,,,,,,,,,
FOLD,,,,,,,,,,,,,,,,,,,2065000,3371100,1757100,2625000,2507100,3005200,5080400,3288500,2175700,2192800,2164900,1961000,1633100,2201000,1672900,1289300,1386600,1418600,1400700,1687100,1097800,1286200,1307700,2446700,1856700,1964800,3212500,1880200,2257000,2870800,2224000,2372100,1750100,2223100,2294800,1517000,1256000,1634500,1975900,1349200,1683100,2325200,7353900,4021100,3598100,2412700,1987800,2786400,2040900,1992500,1943300,2062500,3071700,2975700,1456600,2185800,2133900,2368800,2787200,1587000,1736300,2521000,1891800,2143700,2319200,2306800,2295900,2307900,4063500,2837400,3346400,2620100,4052700,4081400,1836800,2997400,3350800,3760900,2464700,1952400,1354100,2041800,735300,,,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,90500,80300,73800,148500,346400,132100,295400,175700,165400,464400,359200,281300,480400,188700,254200,144000,120000,168000,397600,244200,246600,190100,173900,107600,203800,122200,126500,137600,138500,188300,778100,118600,129800,82900,151300,106600,98500,95700,93400,103900,149400,230400,81000,92500,103100,104400,94400,205400,115700,154100,193400,145900,144100,115400,170600,100900,127900,75900,95500,278700,177500,83600,108600,109800,126800,201600,129800,133500,962200,269800,237300,182100,277600,154400,97700,167200,211900,131000,140900,79500,232600,142400,80000,208800,,,,,,,,,,,,,,,,,,
APLS,,,,,,,,,,,,,,,,,,,,3731900,4057000,11513400,6041100,2696100,7958200,15897600,8083300,5705500,2725900,1999200,2498900,2058200,2947500,12484900,3357200,2656400,3050300,4543600,1650100,1557000,1806900,1544000,1452600,1319200,1807600,1101900,1341100,1561800,1535600,5146100,2657700,7118700,3446800,2341300,3271100,1721600,1663400,9356800,3084800,1859000,1918800,2136100,1922400,6588000,3560300,2151100,2265100,1429500,1965600,5699500,2246300,2704800,1376000,1366800,1862900,1251200,1717600,1610900,1445800,1493500,1089500,2295700,3121400,1850800,1811300,7308000,1742100,1192700,1478300,1041100,1178100,1570400,1648200,1114300,1957600,921400,952900,1540500,624900,1511000,1287500,2522600,2440100,,,,,,,,,,,,,,,,,,
NVAX,,,,,,,,,,,,,,,,,,,,4031800,8355800,30172000,10853700,13173300,6384500,4274400,4786800,3658300,6130700,4762100,17114200,27398000,12794100,10925300,5909100,14425600,5908600,6817600,7639400,8004100,19613400,28111000,19695200,11072900,19083200,12059100,12524900,13357500,10910100,6989500,10583300,14609400,9388000,6591200,8341400,7182300,4110600,3483700,8129600,5118000,29181300,13968700,8131100,11862100,6497800,4700100,10250700,8553200,12370500,15022000,7158900,6060600,6904100,6888400,6521700,4682400,4229400,5485500,3570900,4684100,5653700,6422300,5711200,5440700,5031200,4783600,6151100,9923600,9112700,4107000,6177100,5367000,7571000,6198700,5386900,4598300,4420400,3925600,4079800,6189800,6973200,5654300,6857200,,,,,,,,,,,,,,,,,,
ARQT,,,,,,,,,,,,,,,,,,888400,816000,1008700,658500,695500,1034700,1219900,1022200,716500,678000,4788000,2806400,1113200,898100,676800,568900,1214800,956400,1131400,638200,804500,742100,987500,769600,666500,654100,760500,1234200,2966900,1370200,1223200,945200,1234300,948000,1360000,1072900,923600,1066400,759200,1616200,1045900,1116000,2944500,2454900,1422800,1400200,1135000,2239000,2315300,1175100,877900,1238900,1385100,18374000,6896400,7583100,3273100,6823500,3207700,2885400,2533300,1541200,1889900,3711400,2706400,2644500,2200100,1690300,2487200,2020300,2754100,2234600,1956000,1931500,7181900,2868900,1535300,1231200,5998900,2427900,3486000,2353300,2933600,3961000,,,,,,,,,,,,,,,,,,,,
BFRI,,,,,,,,,,,,,,,,,,,,45600,8500,13000,5000,2800,5300,2900,1400,4300,2400,1200,1000,2000,1800,5400,1400,1700,2300,1200,1400,3100,1300,4900,2700,6800,1400,600,1100,2100,5000,2500,10500,10900,3500,8400,4200,2700,4600,2100,1900,3300,24800,8400,3300,1300,18900,23300,31500,1588600,87000,64700,62100,62400,29900,23100,31900,68700,53400,21300,16600,27100,17000,11400,8800,28400,13700,13200,20700,8500,6200,8300,17400,7600,5200,6800,22800,17100,7800,13200,18000,1900,4900,12200,16300,,,,,,,,,,,,,,,,,,
ARDX,,,,,,,,,,,,,,,,,,,,3795300,3106600,2514200,3373500,2742000,10342700,7743100,6508700,7180700,4922300,11078600,7198100,9446700,10714300,4368800,4946600,4135500,4444600,3192700,18457500,8028700,4829100,4220600,4948400,8271200,6700000,5027900,3865600,3241100,4813600,4470400,4153100,2735200,5667700,3572000,3256800,5531300,11787400,7802000,6873400,6263200,6985300,58533400,14441800,6155400,6460300,6090600,6268400,3994700,4778700,5393200,14895000,5373600,5492700,6533300,3961500,4681000,3984900,5026300,4208500,3030100,5240700,4938000,3955200,7334500,3548500,2994300,2421000,2025700,1993500,3669500,5002800,5373900,4998100,4086800,5145700,5189200,9165900,4484800,4684400,4398500,6962500,7662300,13397500,,,,,,,,,,,,,,,,,,
BHC,,,,,,,,,,,,,,,,,,3057200,4210300,2300600,1899300,3806600,1633200,2474000,1822300,4844400,4754800,1894400,1744600,2711600,3679000,3330300,1956500,1835200,1613700,2150400,2248300,10085300,10282200,7594700,4335900,1608300,1548800,1903900,1137500,1801900,2031800,2660100,2138100,2454500,2507000,6061600,2331500,4518200,1712000,2129200,6428300,2714000,1813600,2107700,1480600,1792000,1770200,1607400,1964500,1948100,1983700,2215500,9089400,6287200,3888400,1625200,1643700,1543200,2595800,1647900,1745900,2535500,1253400,3246200,2227500,1876900,1804300,1219500,496300,1677800,1060500,1175300,1444900,1762800,1450300,1519200,1253000,983200,3254400,1020600,1465500,2618000,2232900,1688700,1099400,,,,,,,,,,,,,,,,,,,,
BMRN,,,,,,,,,,,,,,,,,,,,1092900,734400,1343700,1048400,920000,1410600,1004300,1142100,1193600,1140500,949400,1170600,743600,1136700,1410800,1548400,1052100,1261500,920000,994700,976600,1304900,2201300,2314200,1589800,1643400,1729200,1304300,899600,957600,889800,795700,761600,821400,1338900,507100,2178700,1245100,1124500,900000,977200,819500,779500,542600,929800,1620200,2291800,1773300,1794900,4444600,2403400,2015100,5795600,2586900,3023900,2537100,1261600,1491700,3071900,2902000,1776900,3123000,1528800,1306200,343300,2783900,1253700,1654200,2547000,2243000,3463200,2715600,2296400,2454200,1793100,1013200,1721000,1638200,2147900,1571000,1400400,826500,1828400,1211300,,,,,,,,,,,,,,,,,,
IBRX,,,,,,,,,,,,,,,,,,,,1807600,1976300,2492500,1185300,1687400,1960000,1891600,2706800,2133200,4156100,3003100,10009500,8828800,4387800,3394600,4191900,4458500,2735900,2343000,1800900,1464400,2061000,2605300,1775300,2371800,3583500,2429700,1968500,2943000,1928500,2029600,1220400,1798000,1587600,2340100,1627100,1175600,1360000,898800,1326900,982100,8608800,26619600,4430300,21266600,33114000,20374800,18515800,11488500,12251800,10068600,6648700,4138500,4208500,7928900,6090300,7368500,4743500,5823900,4050500,4979200,5300200,3600600,4993100,2333700,3228700,2932900,3504200,4638700,3048600,2895500,1951100,3041100,3706600,2498500,4850800,6701800,6202100,5922800,17311500,3961600,2766800,8055800,4192100,,,,,,,,,,,,,,,,,,
CPRX,,,,,,,,,,,,,,,,,,,531800,715500,1169200,1015400,912400,1674200,1284900,1592800,1193900,1309800,1013100,1181800,851700,5268400,1303200,722900,781500,943100,771000,905600,788500,676200,1078100,960800,1235000,970000,962300,1457900,1081400,827100,1131500,612200,1044000,1525300,970600,1491200,1368200,1556100,1492900,1027800,1107300,1169700,2276000,2526000,1107600,1052700,1153700,975000,1743000,1436100,998600,1298000,1571600,1528200,749600,2132500,1294100,1274100,1165900,713500,730000,564900,413600,815500,862700,1077700,1183000,1085400,1068400,1475500,1050300,1100800,1150100,1180400,1715800,1527300,1712900,4036500,1028500,1170800,1003000,2563500,1164100,,,,,,,,,,,,,,,,,,,,
EWTX,,,,,,,,,,,,,,,,,,,115600,60800,162300,113300,97600,164100,140800,108100,77700,74000,75200,474500,155200,236300,139600,132500,70400,103500,110100,113000,106000,123600,92200,115000,114000,168100,166900,231500,352400,152000,196800,116900,135200,96300,97000,156800,197500,258600,698000,133400,163900,179200,220500,608300,178300,179000,148700,138000,162300,136600,388400,159200,163300,191700,164200,192400,361000,351500,322200,679700,160400,125500,51500,175300,198800,1539100,1610300,901700,537800,512600,803500,1003300,302800,350500,182700,552100,823100,716500,851700,564500,335600,447600,438800,,,,,,,,,,,,,,,,,,,,
CHRS,,,,,,,,,,,,,,,,,,1733900,1998800,1145600,1560400,2241000,7238200,2697000,2125600,2761600,3583100,4179900,3490900,2140500,21117600,4064300,2518000,1723000,3735100,2705900,2796800,2377600,1913400,1858500,2479900,3276200,2510800,2650000,3360000,3037700,2007600,1722300,1657700,2304400,2079600,1437600,1046600,1547200,1643300,1444500,2121900,1783600,2660800,2344000,11624900,24480900,7749200,3585600,2400900,4132700,5417100,12590800,10726400,15466900,7306000,7591800,6856000,6240400,4091600,8351400,4283600,3118900,2479200,1063400,2546600,3842100,3777800,4091300,3040800,2839900,2833900,2360400,2118100,2708200,2031600,3547700,4015500,5058900,16004500,3085000,3025000,2822500,1775600,3097400,,,,,,,,,,,,,,,,,,,,,
PHAT,,,,,,,,,,,,,,,,,,,,265400,325700,373000,316800,326900,258300,339800,228300,375200,421700,2140900,452200,1436200,642300,561800,251100,596600,264400,194600,318700,246300,469800,370400,242600,216900,345500,253400,189400,262400,308300,274100,214200,419700,382100,338300,239000,282200,390700,248800,320900,369200,459000,518000,349700,2504000,984100,789400,565100,329500,674900,676000,619600,783000,715600,624400,460500,567500,408800,359100,297400,507600,457800,423600,435400,752300,1026700,878900,786000,956000,356100,300300,425200,361700,748900,708300,351500,564700,304000,412700,379600,311600,299000,216600,,,,,,,,,,,,,,,,,,,
CHRS,,,,,,,,,,,,,,,,,,,,1560400,2241000,7238200,2697000,2125600,2761600,3583100,4179900,3490900,2140500,21117600,4064300,2518000,1723000,3735100,2705900,2796800,2377600,1913400,1858500,2479900,3276200,2510800,2650000,3360000,3037700,2007600,1722300,1657700,2304400,2079600,1437600,1046600,1547200,1643300,1444500,2121900,1783600,2660800,2344000,11624900,24480900,7749200,3585600,2400900,4132700,5417100,12590800,10726400,15466900,7306000,7591800,6856000,6240400,4091600,8351400,4283600,3118900,2479200,1063400,2546600,3842100,3777800,4091300,3040800,2839900,2833900,2360400,2118100,2708200,2031600,3547700,4015500,5058900,16004500,3085000,3025000,2822500,1775600,3097400,14286100,54465800,25810800,,,,,,,,,,,,,,,,,,,
PHAT,,,,,,,,,,,,,,,,,,,,373000,316800,326900,258300,339800,228300,375200,421700,2140900,452200,1436200,642300,561800,251100,596600,264400,194600,318700,246300,469800,370400,242600,216900,345500,253400,189400,262400,308300,274100,214200,419700,382100,338300,239000,282200,390700,248800,320900,369200,459000,518000,349700,2504000,984100,789400,565100,329500,674900,676000,619600,783000,715600,624400,460500,567500,408800,359100,297400,507600,457800,423600,435400,752300,1026700,878900,786000,956000,356100,300300,425200,361700,748900,708300,351500,564700,304000,412700,379600,311600,299000,216600,375800,,,,,,,,,,,,,,,,,,,,
EYEN,,,,,,,,,,,,,,,,,,,182400,165300,170400,443900,232600,104000,227600,132500,631200,217200,245700,241900,118600,179100,112300,673800,186000,104700,91700,266200,139700,345000,178600,168800,237400,239000,166100,172500,310200,244800,191900,232600,155000,228700,406700,330000,384200,245800,287600,241700,379500,552000,915100,256200,316200,161800,175800,287700,373200,257800,532100,430400,264500,251600,296300,189900,156600,215400,387300,303700,320100,299200,187600,431700,256700,382700,918100,1016900,739900,358200,391300,324300,586700,240800,230100,411800,130500,354000,776200,852800,469300,271000,,,,,,,,,,,,,,,,,,,,,
HCM,,,,,,,,,,,,,,,,,,,189400,128400,67900,76200,164600,382700,191600,66900,54300,150000,188400,75700,210300,129400,86500,53300,43300,29200,64800,70600,48600,59600,152900,144200,210300,79000,66700,126100,150900,53900,104400,350100,192100,124500,209900,289300,181100,372400,149600,348100,237500,255500,312700,314900,164300,157400,203300,123300,296800,210800,67400,49900,57900,219900,95900,151600,142600,108600,118300,122900,176700,86100,138100,102100,50200,92700,79900,153000,64900,187800,87600,106900,169700,70700,57000,97400,92800,93000,68300,41700,47500,80800,,,,,,,,,,,,,,,,,,,,,
VALN,,,,,,,,,,,,,,,,,3800,3500,6100,2900,400,10700,8400,4600,7700,8800,6200,9400,8700,9100,6000,900,5100,3000,5200,2400,12100,8200,12300,12400,2800,4600,6100,5600,8900,1900,29300,9000,9800,4600,2500,4100,4600,7100,2200,4100,5600,3600,3800,13100,56100,11200,6600,7200,3500,7000,4700,11200,4500,2000,2600,2700,5600,4200,1800,3000,3000,3200,4200,2900,3300,1800,7600,8400,5100,5100,6000,4800,11000,3300,6700,3200,3800,6000,2800,2800,7600,4400,7200,,,,,,,,,,,,,,,,,,,,,,
PCRX,,,,,,,,,,,,,,,,,273500,641400,260100,303700,928400,466600,294300,604300,387100,260100,258800,476800,1024700,646300,738300,779600,822000,497400,636000,481200,293700,880300,521000,358000,592700,588300,448100,271700,435200,379500,418600,313200,416700,353100,436500,369800,402700,451700,935900,737000,706800,558100,375300,744000,508100,281100,709400,1045500,508000,451800,554000,489000,347700,150600,388100,561200,434200,361500,422200,393800,309000,337900,385300,229600,289100,353100,734700,620200,3720800,719400,510100,751100,630000,400400,359600,508500,484400,419700,679600,480400,381400,599600,691900,,,,,,,,,,,,,,,,,,,,,,
CRMD,,,,,,,,,,,,,,,,,,,508500,509100,373300,511200,414700,371400,372000,342500,506800,529200,482900,433900,468200,330000,228900,283700,300700,409100,669500,484700,381900,417400,287500,321500,429300,403200,474500,505500,381200,586500,641800,967600,589400,460100,406100,510900,523000,744900,713600,725100,1432000,1602900,13846600,2706800,2297000,1535500,987000,827500,375400,567500,851000,637400,900700,508800,515400,509800,488700,459800,933500,758200,452100,476500,578700,947000,498000,820900,685800,516600,360000,435400,496100,342100,419200,357800,361900,400100,497500,620500,436200,258400,288400,270300,,,,,,,,,,,,,,,,,,,,,
ZLAB,,,,,,,,,,,,,,,,,,,642200,289400,167000,298700,181800,210100,280900,300700,328400,288200,360400,364500,384800,478200,355700,147100,272300,339600,335400,454400,214900,159600,427800,890600,357600,197100,507400,467900,824100,942400,585600,350100,256500,258100,582300,727100,279200,931300,373900,158400,342900,253200,680000,369500,622400,417000,184100,233100,177300,225500,187500,341100,688300,509300,589900,377700,343400,269500,437900,926400,424100,1344700,883600,714500,287100,354900,588500,1220800,1212000,414000,484100,662500,331700,340200,486500,319900,369400,379100,256500,921300,314400,201400,,,,,,,,,,,,,,,,,,,,,
ALPMY,,,,,,,,,,,,,,,,,,69600,148900,73600,69600,169600,150100,90900,93000,123500,84700,252500,509900,125700,180200,332500,152000,283700,160500,200800,290700,265300,462900,200900,519500,490600,354300,597800,193600,306800,382600,334300,677000,371500,191100,265100,366200,233600,417600,319200,252400,586200,292700,260700,187500,751100,990100,291700,117300,142500,211300,281700,172000,358000,191600,346300,319300,589100,1051300,217800,537900,390600,358100,258200,215600,354200,198700,205200,505300,157500,174300,408500,400300,152100,151300,227500,265500,127000,157200,254600,132900,130300,91400,,,,,,,,,,,,,,,,,,,,,,
TEVA,,,,,,,,,,,,,,,,,10613800,7996900,8793700,7730600,7139300,6712000,7641500,9179800,6715300,5393200,7224800,9697800,16917900,13952700,8291600,16944900,13192400,5712000,11860800,11868400,6603900,6370300,8177100,7577900,7339200,6020800,7996400,4796700,5304900,4086900,11130400,7136500,6677100,5220800,8121400,7761200,13121800,12222900,8485300,8336700,10736000,6134000,9486300,7222700,7245500,9643900,9802400,8099000,3170300,17074900,8598300,8548800,10012700,6572300,7766200,9038400,4497900,5558200,4402400,9802400,6018300,10722300,10858300,8409100,6923400,9057700,7526500,5892700,4774800,5612000,4303000,4455800,3892500,13367700,14526700,13812400,11788200,14130500,12588500,11831700,8090000,8409200,,,,,,,,,,,,,,,,,,,,,,,
